-0.719056,0.764806,0.897812,-0.429014,1.11705,1.14338,-2.07867
-0.681753,0.676864,1.38804,-0.418084,-2.46042,-1.22659,0.992062
-0.863813,0.842281,0.0803432,-0.449499,1.80757,0.96078,-2.05797
-0.810477,0.428858,-0.336277,0.445814,2.46234,1.21777,-2.48874
-1.01833,0.791814,2.42822,0.434965,-0.582661,0.811956,-2.19061
-1.00559,0.802272,-0.631849,-0.437605,2.47362,0.822712,-2.17018
-0.699085,0.544323,-1.09318,0.423472,-3.08288,1.27944,-2.29371
-0.694981,0.554204,1.99803,-0.422359,-3.03431,-1.2785,0.860432
-0.886307,0.414071,0.0240822,0.44964,2.10691,1.13858,-2.5628
-0.808098,0.830136,-2.79336,0.445574,-1.56032,1.02289,-2.04872
-0.681915,0.602437,-1.38316,0.418135,0.336105,-1.26629,0.916974
-0.774017,0.813925,0.529525,-0.440745,-1.71193,-1.06457,1.08972
-0.777591,0.816003,0.509482,-0.441329,1.44644,1.06002,-2.05118
-0.776609,0.44778,-0.514763,0.441301,-0.504376,-1.24593,0.697102
-0.838926,0.419127,2.94423,-0.44843,-0.815662,1.19049,-2.52036
-0.853258,0.841133,0.129709,-0.449057,1.7654,0.972127,-2.05499
-0.803262,0.432096,2.76893,-0.445131,2.49806,-1.22423,0.66154
-0.842174,0.839392,-2.95958,0.448485,1.72101,-0.984226,1.08914
-0.859608,0.84187,-3.04161,0.449308,1.79076,-0.965286,1.08486
-0.718411,0.508479,-0.903241,0.428844,-0.125267,-1.27786,0.799139
-0.940968,0.834443,2.85881,0.446904,-1.01066,0.882415,-2.09934
-0.947556,0.832394,-0.315326,-0.446242,2.16139,0.876056,-2.10471
-1.08225,0.616961,1.4546,0.417505,-2.59944,-0.805432,0.66559
-0.68562,0.584203,1.84829,-0.419364,0.250713,1.27224,-2.24518
-1.06683,0.723931,-1.13862,-0.422389,-0.10876,-0.780044,0.828389
-0.885964,0.842885,-0.0224912,-0.449639,1.89654,0.937531,-2.06627
-1.08324,0.650303,-1.52205,-0.417176,-2.79651,0.789751,-2.4299
-0.746604,0.79419,0.695487,-0.435568,1.28998,1.10135,-2.06073
-1.02423,0.786309,2.38801,0.433665,-0.539862,0.807153,-2.20115
-0.87698,0.414046,3.12241,-0.449642,-0.991693,1.1494,-2.55539
-0.695753,0.724739,1.13411,-0.422479,0.910094,1.18723,-2.10834
-0.821235,0.834439,-2.85868,0.446909,1.63601,-1.00769,1.09218
-0.766265,0.455571,-0.574118,0.43939,2.69525,1.25336,-2.42912
-1.07049,0.563285,-1.95238,-0.421254,-2.28595,0.844498,-2.53918
-0.944279,0.833438,2.84251,0.446571,2.14616,-0.879215,1.03959
-1.04191,0.505598,-2.25434,-0.429342,-1.9403,0.907411,-2.58835
-1.00192,0.804959,2.53212,0.438293,2.45057,-0.825911,0.976776
-0.78799,0.440465,2.68888,-0.442929,-0.565157,1.23704,-2.46021
-0.846287,0.840132,0.162513,-0.448769,1.73752,0.979706,-2.05329
-0.928906,0.420692,0.224261,0.447893,-1.23557,-1.08546,0.551206
-0.704658,0.742791,1.03148,-0.425114,1.00069,1.16897,-2.09435
-1.00148,0.805237,2.53466,0.438323,2.44798,-0.826293,0.977357
-0.79753,0.825927,0.402361,-0.444267,-1.60557,-1.03544,1.09268
-1.08093,0.606396,-1.73895,-0.417934,-2.53759,0.811767,-2.48957
-0.842713,0.418297,2.96214,-0.448523,-0.833335,1.1866,-2.52413
-1.04475,0.509907,0.911118,0.428604,1.17452,0.90182,-2.58549
-0.822393,0.8348,-2.86441,0.44707,1.64081,-1.00636,1.09211
-1.01235,0.470002,-2.46739,-0.436284,1.43582,-0.961042,0.536074
-0.805043,0.43133,2.77783,-0.445176,-0.652303,1.22262,-2.48215
-0.746021,0.473829,2.4425,-0.43554,2.81742,-1.26612,0.745271
-0.85226,0.416396,3.00722,-0.449057,-0.877744,1.17665,-2.53351
-0.7999,0.433853,2.75148,-0.444552,-0.626474,1.22711,-2.47575
-0.868095,0.414487,3.08115,-0.449524,-0.950807,1.15942,-2.5479
-1.00447,0.462708,0.624976,0.437799,-1.65274,-0.974221,0.534375
-0.686223,0.697458,1.28134,-0.419559,0.778188,1.21114,-2.13111
-0.975857,0.820709,-0.461393,-0.442691,2.30177,0.84936,-2.13201
-0.911335,0.840812,-0.140808,-0.448951,-1.14038,-0.911668,1.06245
-0.9787,0.443182,-2.6649,-0.442352,1.6461,-1.01502,0.534179
-0.8067,0.430554,2.78625,-0.445375,2.48103,-1.22116,0.657412
-0.686457,0.698261,-1.86451,0.4196,0.782028,-1.21048,1.01117
-1.05963,0.5366,1.05338,0.42451,1.01291,0.870588,-2.56467
-0.941081,0.424621,0.283342,0.446879,1.84595,1.06912,-2.59623
-0.693016,0.71819,1.17029,-0.421749,0.877894,1.1934,-2.1136
-0.745142,0.474796,-0.70508,0.43526,-0.318351,-1.26657,0.746869
-0.685248,0.585791,-1.30113,0.419222,0.258177,-1.27177,0.898236
-0.84364,0.418092,-0.175057,0.448573,-0.837661,-1.18564,0.616532
-1.05038,0.519117,-2.18042,-0.427093,1.11805,-0.89041,0.562712
-1.07989,0.680262,1.77097,0.418275,-2.97722,-0.781424,0.756934
