0.75435628406940525, 0.5875776197718009, 4.5653725089648711, 2.1997877289722894, 3.4548940938617987, 1.3296495814056504, -1.1181117201164357
-0.691443,0.850533,-1.20815,-2.21992,-0.340559,1.233,0.824215
0.627622,-0.372839,2.07841,-2.23912,0.0278149,1.52263,-2.19161
0.744984,0.0555154,1.76344,-2.20286,-2.97011,-1.47371,1.44847
0.585734,-0.458251,-0.98008,2.25098,-3.13987,1.52423,-2.30136
-0.732912,0.711235,1.81061,2.20679,2.81007,1.28586,0.982608
0.763362,0.230506,1.65446,-2.19682,-2.91535,-1.43542,1.63942
-0.684847,-0.217277,-1.95008,-2.22196,3.06226,-1.51264,-1.13852
0.585608,1.03945,0.979876,-2.251,-2.82073,-1.15662,2.5536
-0.706555,-0.139159,1.24853,2.21519,-0.105976,-1.50421,-1.22939
0.615021,0.999499,-2.1041,2.24275,-2.81209,1.17313,-0.641294
-0.585899,-0.458012,-2.16125,-2.25095,-0.00181197,1.5242,2.30103
0.585595,-0.458488,2.16177,-2.251,-3.13993,-1.52422,0.839915
-0.763585,0.234019,-1.6523,-2.19674,-0.227288,1.43455,1.49838
0.766191,0.443187,1.52114,-2.19588,0.283224,1.37646,-1.27364
0.744268,0.654344,-1.76651,2.20307,0.324132,-1.30637,2.09624
0.76717,0.412917,1.5406,-2.19556,0.275934,1.38561,-1.3061
0.62515,0.984042,-2.0835,2.23983,0.332067,-1.17948,2.48029
0.585618,-0.458484,2.16174,-2.251,-3.13994,-1.5242,0.839941
-0.69204,-0.192981,1.20968,2.21974,-0.0875902,-1.51026,-1.16702
-0.751194,0.101375,-1.73453,-2.20083,-0.186347,1.46464,1.64267
-0.586002,1.03899,2.16101,2.25093,-0.320951,-1.15682,-2.55299
0.655913,0.930333,-2.01785,2.23077,0.338122,-1.20131,2.41287
0.709853,-0.125807,1.88368,-2.21415,-3.03106,-1.50258,1.24471
0.74054,0.674602,1.35969,-2.20431,0.326972,1.29915,-1.0231
-0.694231,-0.185349,-1.92631,-2.21906,3.05138,-1.50945,-1.17591
-0.765185,0.262624,-1.63464,-2.19622,-0.235634,1.42735,1.46752
-0.76713,0.3155,1.5397,2.19557,-0.250531,-1.41339,-1.73097
0.755729,0.140751,-1.43163,2.19934,0.198846,-1.45629,1.54199
0.672339,-0.256485,1.9803,-2.2258,0.0660617,1.51602,-2.04952
-0.761484,0.51938,1.67075,2.19743,-0.300118,-1.3524,-1.94983
0.680585,-0.23095,-1.18108,2.22326,-3.06689,1.51391,-2.01922
0.766049,0.446659,1.51889,-2.19593,-2.85755,-1.37539,1.87168
0.739016,0.0172848,1.78791,-2.2048,-2.98272,-1.48075,1.4061
-0.627845,-0.372333,1.06364,2.23905,3.11361,1.52262,2.19098
-0.743051,0.0426187,1.36992,2.20348,-0.167262,-1.47613,-1.43419
0.741904,0.0351737,-1.36513,2.20389,-2.97677,1.47755,-1.71566
0.741949,0.0354839,1.77624,-2.20384,0.164916,1.47746,-1.71531
-0.585703,1.03936,2.16157,2.251,-0.320862,-1.15666,-2.55349
-0.738997,0.017167,1.35361,2.20481,2.98275,1.48077,1.73562
-0.585709,1.03935,-0.980036,-2.25099,2.82072,-1.15666,-2.55347
-0.637442,0.963954,2.05792,2.23623,2.80677,1.18765,0.686901
-0.762602,0.505599,-1.48012,-2.19707,-0.297232,1.35684,1.20661
0.716236,-0.0988402,1.86498,-2.21212,-3.02186,-1.499,1.27553
0.65396,-0.308229,-1.11941,2.23136,0.0487766,-1.5196,1.02975
0.58577,1.03928,-2.16145,2.25097,-2.82071,1.15668,-0.58822
0.728919,0.728493,-1.82458,2.20808,-2.80822,1.27948,-0.96338
-0.586264,1.03867,2.16049,2.25085,-0.321056,-1.15695,-2.55253
0.663731,-0.28151,2.00025,-2.22841,0.0576646,1.51787,-2.07951
0.733914,0.706684,1.33458,-2.20645,-2.81061,-1.28751,2.15396
-0.677715,0.884283,-1.17409,-2.22416,-0.340363,1.2197,0.784409
0.740518,0.0264886,1.78199,-2.20431,-2.97966,-1.4791,1.41632
-0.712382,-0.115366,-1.8764,-2.21335,3.02749,-1.50122,-1.25667
-0.662297,0.917657,-1.13808,-2.22885,-0.338981,1.20639,0.744221
-0.585636,-0.458457,-2.1617,-2.251,3.13994,-1.52421,-0.839981
-0.755365,0.57952,1.71213,2.19946,2.82975,1.33239,1.12684
0.74188,0.0350079,1.77652,-2.20388,-2.97685,-1.47754,1.42578
0.585596,1.03953,0.979781,-2.251,0.320827,1.15654,-0.587884
0.630643,-0.365945,2.07215,-2.23825,0.0300047,1.52238,-2.18297
0.585861,-0.458054,-0.980313,2.25093,0.00177197,-1.52419,0.840513
-0.7675,0.334233,1.55137,2.19545,2.88596,1.40825,1.3905
-0.743758,0.657238,1.76869,2.20326,-0.324562,-1.30536,-2.09942
0.58566,-0.458415,-0.97993,2.251,0.00167004,-1.5242,0.840036
-0.693474,-0.187955,1.21337,2.21929,3.05228,1.50974,1.96872
0.729233,0.727122,1.31813,-2.20796,0.333237,1.27999,-0.964916
-0.629668,0.976831,-1.06742,-2.23852,-0.333126,1.18243,0.67054
-0.69076,-0.19745,-1.93524,-2.22013,-0.0860888,1.51069,1.97982
0.767722,0.372963,1.56594,-2.19537,-2.87573,-1.39732,1.79265
0.76594,0.279289,-1.51725,2.19596,0.240406,-1.42304,1.69203
0.676773,0.88639,-1.96972,2.22444,-2.80127,1.21887,-0.7819
-0.609672,1.00729,2.1148,2.24428,-0.328066,-1.16992,-2.5105
-0.735428,0.699766,-1.34009,-2.20597,2.81141,-1.29004,-2.14628
-0.756476,0.147915,1.43608,2.19909,2.9405,1.45472,1.59179
-0.685401,0.86594,-1.1929,-2.22179,-0.340633,1.22694,0.806165
0.589471,1.03462,-2.15435,2.24996,0.32207,-1.15862,2.54702
